metric,sn,scan_id,scan_processed_date,mean,median,min,max
Core Area (mm²),LH1T-183,2516,2/5/2024 3:00,12.394,12.39435,12.34661,12.4515
Core Area (mm²),LH1T-184,2517,2/5/2024 3:09,12.284,12.29134,12.19908,12.35777
Anode Overhang (All) (mm),LH1T-184,2517,2/5/2024 3:09,0.553,0.5576,0.47317,0.63686
Cathode Width (mm),LH1T-184,2517,2/5/2024 3:09,64.031,64.0421,63.878,64.17322
Core Area (mm²),LH1T-185,2518,2/5/2024 3:19,12.385,12.38749,12.29981,12.42434
Anode Overhang (All) (mm),LH1T-185,2518,2/5/2024 3:19,0.564,0.57423,0.40895,0.70824
Cathode Width (mm),LH1T-185,2518,2/5/2024 3:19,64.041,64.05841,63.8944,64.17367
Core Area (mm²),LH1T-186,2519,2/5/2024 3:28,12.507,12.50516,12.44989,12.57993
Anode Overhang (All) (mm),LH1T-186,2519,2/5/2024 3:28,0.574,0.57423,0.45657,0.68958
Cathode Width (mm),LH1T-186,2519,2/5/2024 3:28,64.065,64.09121,63.878,64.17328
Core Area (mm²),LH1T-187,2520,2/5/2024 3:37,12.406,12.40645,12.37593,12.44061
Anode Overhang (All) (mm),LH1T-187,2520,2/5/2024 3:37,0.551,0.5576,0.39394,0.70596
Cathode Width (mm),LH1T-187,2520,2/5/2024 3:37,64.038,64.05843,63.878,64.15693
Anode Overhang (All) (mm),LH1T-188,2521,2/5/2024 3:46,0.572,0.57494,0.40895,0.72328
Cathode Width (mm),LH1T-188,2521,2/5/2024 3:46,64.041,64.05853,63.878,64.17345
Core Area (mm²),LH1T-188,2521,2/5/2024 3:46,12.27,12.29134,12.13964,12.37956
Core Area (mm²),LH1T-189,2522,2/5/2024 3:56,12.51,12.50785,12.47652,12.565
Anode Overhang (All) (mm),LH1T-189,2522,2/5/2024 3:56,0.583,0.57423,0.5084,0.6726
Cathode Width (mm),LH1T-189,2522,2/5/2024 3:56,64.088,64.124,63.9601,64.20613
Core Area (mm²),LH1T-190,2523,2/5/2024 4:05,12.357,12.3571,12.30895,12.39959
Anode Overhang (All) (mm),LH1T-190,2523,2/5/2024 4:05,0.56,0.57423,0.328,0.80427
Cathode Width (mm),LH1T-190,2523,2/5/2024 4:05,64.042,64.05857,63.89441,64.1733
Core Area (mm²),LH1T-191,2524,2/5/2024 4:14,12.328,12.33208,12.26511,12.36947
Anode Overhang (All) (mm),LH1T-191,2524,2/5/2024 4:14,0.557,0.55784,0.4592,0.65927
Cathode Width (mm),LH1T-191,2524,2/5/2024 4:14,64.04,64.0585,63.86165,64.17337
Core Area (mm²),LH1T-192,2525,2/5/2024 4:24,12.305,12.31353,12.23808,12.35427
Anode Overhang (All) (mm),LH1T-192,2525,2/5/2024 4:24,0.55,0.54219,0.45744,0.64982
Cathode Width (mm),LH1T-192,2525,2/5/2024 4:24,64.02,64.042,63.84522,64.14045
Core Area (mm²),LH1T-193,2526,2/5/2024 4:33,12.344,12.34352,12.29752,12.39395
Anode Overhang (All) (mm),LH1T-193,2526,2/5/2024 4:33,0.551,0.54738,0.3772,0.73873
Cathode Width (mm),LH1T-193,2526,2/5/2024 4:33,64.018,64.02577,63.89461,64.12417
Core Area (mm²),LH1T-194,2527,2/5/2024 4:42,12.311,12.32065,12.22181,12.35602
Anode Overhang (All) (mm),LH1T-194,2527,2/5/2024 4:42,0.546,0.55784,0.3936,0.70596
Cathode Width (mm),LH1T-194,2527,2/5/2024 4:42,64.103,64.1404,63.92721,64.20608
Anode Overhang (All) (mm),LH1T-195,2528,2/5/2024 4:52,0.582,0.5904,0.3608,0.82262
Cathode Width (mm),LH1T-195,2528,2/5/2024 4:52,64.031,64.0585,63.89445,64.14075
Core Area (mm²),LH1T-195,2528,2/5/2024 4:52,12.359,12.35683,12.3021,12.44464
Core Area (mm²),LH1T-196,2529,2/5/2024 5:01,12.378,12.39058,12.28555,12.44626
Anode Overhang (All) (mm),LH1T-196,2529,2/5/2024 5:01,0.564,0.57423,0.3772,0.75511
Cathode Width (mm),LH1T-196,2529,2/5/2024 5:01,64.044,64.05891,63.86163,64.15741
Core Area (mm²),LH1T-197,2530,2/5/2024 5:10,12.342,12.35562,12.26619,12.44532
Anode Overhang (All) (mm),LH1T-197,2530,2/5/2024 5:10,0.556,0.55784,0.4264,0.6732
Cathode Width (mm),LH1T-197,2530,2/5/2024 5:10,64.046,64.0748,63.878,64.18973
Core Area (mm²),LH1T-198,2531,2/5/2024 5:19,12.313,12.31164,12.28044,12.3532
Anode Overhang (All) (mm),LH1T-198,2531,2/5/2024 5:19,0.544,0.54145,0.3608,0.72235
Cathode Width (mm),LH1T-198,2531,2/5/2024 5:19,64.04,64.0587,63.8945,64.15721
Anode Overhang (All) (mm),LH1T-199,2532,2/5/2024 5:28,0.552,0.5576,0.46305,0.64044
Cathode Width (mm),LH1T-199,2532,2/5/2024 5:28,64.042,64.05842,63.8944,64.17345
Core Area (mm²),LH1T-199,2532,2/5/2024 5:28,12.263,12.2631,12.22504,12.30277
Core Area (mm²),LH1T-200,2533,2/5/2024 5:37,12.386,12.38857,12.33625,12.46145
Anode Overhang (All) (mm),LH1T-200,2533,2/5/2024 5:37,0.557,0.55856,0.3936,0.72235
Cathode Width (mm),LH1T-200,2533,2/5/2024 5:37,64.017,64.02577,63.878,64.10777
Core Area (mm²),LH1T-201,2534,2/5/2024 5:47,12.622,12.62391,12.51673,12.77237
Anode Overhang (All) (mm),LH1T-201,2534,2/5/2024 5:47,0.562,0.5576,0.4428,0.68958
Cathode Width (mm),LH1T-201,2534,2/5/2024 5:47,64.027,64.04209,63.86161,64.14053
Core Area (mm²),LH1T-202,2535,2/5/2024 5:56,12.417,12.41788,12.35158,12.46899
Anode Overhang (All) (mm),LH1T-202,2535,2/5/2024 5:56,0.557,0.5576,0.41033,0.70995
Cathode Width (mm),LH1T-202,2535,2/5/2024 5:56,64.024,64.04217,63.878,64.14045
Core Area (mm²),LH1T-203,2536,2/5/2024 6:05,12.594,12.57697,12.51162,12.73337
Anode Overhang (All) (mm),LH1T-203,2536,2/5/2024 6:05,0.559,0.5576,0.4264,0.70691
Cathode Width (mm),LH1T-203,2536,2/5/2024 6:05,64.023,64.04202,63.878,64.1241
Core Area (mm²),LH1T-204,2537,2/5/2024 6:14,12.577,12.58383,12.47719,12.69774
Anode Overhang (All) (mm),LH1T-204,2537,2/5/2024 6:14,0.565,0.55784,0.3608,0.7715
Cathode Width (mm),LH1T-204,2537,2/5/2024 6:14,64.026,64.04205,63.84522,64.14061
Core Area (mm²),LH1T-205,2538,2/5/2024 6:23,12.449,12.4507,12.40067,12.50234
Anode Overhang (All) (mm),LH1T-205,2538,2/5/2024 6:23,0.554,0.55784,0.4264,0.689
Cathode Width (mm),LH1T-205,2538,2/5/2024 6:23,64.03,64.04208,63.878,64.1569
Core Area (mm²),LH1T-206,2539,2/5/2024 6:33,12.77,12.76686,12.70769,12.84378
Anode Overhang (All) (mm),LH1T-206,2539,2/5/2024 6:33,0.558,0.5576,0.47588,0.64296
Cathode Width (mm),LH1T-206,2539,2/5/2024 6:33,64.031,64.0584,63.8944,64.15683
Core Area (mm²),LH1T-207,2540,2/5/2024 6:42,12.597,12.59351,12.53233,12.67393
Anode Overhang (All) (mm),LH1T-207,2540,2/5/2024 6:42,0.558,0.54738,0.41,0.70596
Cathode Width (mm),LH1T-207,2540,2/5/2024 6:42,64.028,64.04201,63.8616,64.14057
Core Area (mm²),LH1T-208,2541,2/5/2024 6:51,12.381,12.38803,12.31595,12.42582
Anode Overhang (All) (mm),LH1T-208,2541,2/5/2024 6:51,0.564,0.55856,0.44552,0.67738
Cathode Width (mm),LH1T-208,2541,2/5/2024 6:51,64.026,64.04201,63.87801,64.14045
Core Area (mm²),LH1T-209,2542,2/5/2024 7:00,12.73,12.72019,12.62942,12.85602
Anode Overhang (All) (mm),LH1T-209,2542,2/5/2024 7:00,0.565,0.56622,0.3936,0.74254
Cathode Width (mm),LH1T-209,2542,2/5/2024 7:00,64.027,64.04203,63.87801,64.14045
Core Area (mm²),LH1T-210,2543,2/5/2024 7:09,12.463,12.46952,12.34378,12.58545
Anode Overhang (All) (mm),LH1T-210,2543,2/5/2024 7:09,0.555,0.55784,0.4428,0.6726
Cathode Width (mm),LH1T-210,2543,2/5/2024 7:09,64.044,64.0584,63.86162,64.1568
Core Area (mm²),LH1T-211,2544,2/5/2024 7:19,12.632,12.62888,12.53273,12.7323
Anode Overhang (All) (mm),LH1T-211,2544,2/5/2024 7:19,0.563,0.5636,0.4592,0.6726
Cathode Width (mm),LH1T-211,2544,2/5/2024 7:19,64.033,64.0584,63.86161,64.15682
Anode Overhang (All) (mm),LH1T-212,2545,2/5/2024 7:28,0.564,0.55856,0.41,0.73818
Cathode Width (mm),LH1T-212,2545,2/5/2024 7:28,64.024,64.04201,63.878,64.14045
Core Area (mm²),LH1T-212,2545,2/5/2024 7:28,12.637,12.64515,12.51888,12.76336
Core Area (mm²),LH1T-213,2546,2/5/2024 7:37,12.621,12.61261,12.50879,12.73902
Anode Overhang (All) (mm),LH1T-213,2546,2/5/2024 7:37,0.564,0.57423,0.3936,0.72235
Cathode Width (mm),LH1T-213,2546,2/5/2024 7:37,64.033,64.0584,63.878,64.14048
Core Area (mm²),LH1T-214,2547,2/5/2024 7:46,12.538,12.53986,12.43738,12.64287
Anode Overhang (All) (mm),LH1T-214,2547,2/5/2024 7:46,0.565,0.57423,0.34479,0.77237
Cathode Width (mm),LH1T-214,2547,2/5/2024 7:46,64.027,64.04202,63.8452,64.14042
Core Area (mm²),LH1T-215,2548,2/5/2024 7:56,12.706,12.69289,12.63655,12.87538
Anode Overhang (All) (mm),LH1T-215,2548,2/5/2024 7:56,0.566,0.5636,0.41,0.72235
Cathode Width (mm),LH1T-215,2548,2/5/2024 7:56,64.022,64.042,63.8616,64.14048
Core Area (mm²),LH1T-216,2549,2/5/2024 8:05,12.627,12.63265,12.54752,12.73351
Anode Overhang (All) (mm),LH1T-216,2549,2/5/2024 8:05,0.562,0.5636,0.41,0.72235
Cathode Width (mm),LH1T-216,2549,2/5/2024 8:05,64.024,64.042,63.86165,64.1405
Core Area (mm²),LH1T-217,2550,2/5/2024 8:14,12.65,12.65215,12.55156,12.73969
Anode Overhang (All) (mm),LH1T-217,2550,2/5/2024 8:14,0.571,0.57423,0.4428,0.68958
Cathode Width (mm),LH1T-217,2550,2/5/2024 8:14,64.021,64.04201,63.84522,64.14057
Core Area (mm²),LH1T-218,2551,2/5/2024 8:23,12.663,12.65726,12.56662,12.78273
Anode Overhang (All) (mm),LH1T-218,2551,2/5/2024 8:23,0.566,0.5636,0.3936,0.73873
Cathode Width (mm),LH1T-218,2551,2/5/2024 8:23,64.024,64.04202,63.8944,64.14045
Core Area (mm²),LH1T-219,2552,2/5/2024 10:55,12.582,12.58881,12.46535,12.70137
Anode Overhang (All) (mm),LH1T-219,2552,2/5/2024 10:55,0.563,0.56145,0.4428,0.68958
Cathode Width (mm),LH1T-219,2552,2/5/2024 10:55,64.035,64.0584,63.84521,64.14053
Core Area (mm²),LH1T-220,2553,2/5/2024 9:04,12.633,12.62955,12.49077,12.79981
Anode Overhang (All) (mm),LH1T-220,2553,2/5/2024 9:04,0.552,0.55784,0.3936,0.72235
Cathode Width (mm),LH1T-220,2553,2/5/2024 9:04,64.033,64.04213,63.878,64.1568
Core Area (mm²),LH1T-221,2554,2/5/2024 9:13,12.435,12.42783,12.32227,12.59593
Anode Overhang (All) (mm),LH1T-221,2554,2/5/2024 9:13,0.555,0.55784,0.2624,0.86982
Cathode Width (mm),LH1T-221,2554,2/5/2024 9:13,64.043,64.05843,63.87801,64.15688
Core Area (mm²),LH1T-222,2555,2/5/2024 9:23,12.44,12.44128,12.38574,12.53004
Anode Overhang (All) (mm),LH1T-222,2555,2/5/2024 9:23,0.558,0.55856,0.41,0.70596
Cathode Width (mm),LH1T-222,2555,2/5/2024 9:23,64.044,64.05841,63.8944,64.1569
Core Area (mm²),LH1T-223,2556,2/5/2024 9:32,12.444,12.44666,12.36476,12.50059
Anode Overhang (All) (mm),LH1T-223,2556,2/5/2024 9:32,0.562,0.56622,0.3936,0.72328
Cathode Width (mm),LH1T-223,2556,2/5/2024 9:32,64.028,64.0421,63.86173,64.1405
Core Area (mm²),LH1T-224,2557,2/5/2024 9:41,12.612,12.61396,12.50449,12.73472
Anode Overhang (All) (mm),LH1T-224,2557,2/5/2024 9:41,0.566,0.574,0.3608,0.78874
Cathode Width (mm),LH1T-224,2557,2/5/2024 9:41,64.025,64.04201,63.8616,64.14053
Anode Overhang (All) (mm),LH1T-225,2558,2/5/2024 9:50,0.563,0.5636,0.41,0.72235
Cathode Width (mm),LH1T-225,2558,2/5/2024 9:50,64.024,64.042,63.86161,64.14048
Core Area (mm²),LH1T-225,2558,2/5/2024 9:50,12.401,12.40054,12.36342,12.45554
Core Area (mm²),LH1T-226,2559,2/5/2024 10:00,12.401,12.40484,12.28663,12.52601
Anode Overhang (All) (mm),LH1T-226,2559,2/5/2024 10:00,0.56,0.55784,0.2952,0.82066
Cathode Width (mm),LH1T-226,2559,2/5/2024 10:00,64.045,64.0748,63.878,64.15688
Core Area (mm²),LH1T-227,2560,2/5/2024 10:09,12.512,12.50422,12.39408,12.66694
Anode Overhang (All) (mm),LH1T-227,2560,2/5/2024 10:09,0.563,0.55856,0.41,0.72179
Cathode Width (mm),LH1T-227,2560,2/5/2024 10:09,64.028,64.042,63.8616,64.12413
Core Area (mm²),LH1T-228,2561,2/5/2024 10:18,12.567,12.56864,12.51767,12.61046
Anode Overhang (All) (mm),LH1T-228,2561,2/5/2024 10:18,0.559,0.5636,0.41033,0.72328
Cathode Width (mm),LH1T-228,2561,2/5/2024 10:18,64.029,64.04213,63.87808,64.15681
Core Area (mm²),LH1T-229,2562,2/5/2024 10:27,12.481,12.48647,12.35427,12.63413
Anode Overhang (All) (mm),LH1T-229,2562,2/5/2024 10:27,0.558,0.55784,0.2788,0.83656
Cathode Width (mm),LH1T-229,2562,2/5/2024 10:27,64.042,64.05841,63.878,64.15682
Core Area (mm²),LH1T-230,2563,2/5/2024 10:37,12.646,12.64744,12.55048,12.78676
Anode Overhang (All) (mm),LH1T-230,2563,2/5/2024 10:37,0.567,0.5726,0.3936,0.72235
Cathode Width (mm),LH1T-230,2563,2/5/2024 10:37,64.026,64.04205,63.8616,64.14042
Core Area (mm²),LH1T-231,2564,2/5/2024 11:19,12.609,12.61167,12.50758,12.70769
Anode Overhang (All) (mm),LH1T-231,2564,2/5/2024 11:19,0.565,0.55977,0.3936,0.73964
Cathode Width (mm),LH1T-231,2564,2/5/2024 11:19,64.028,64.0584,63.86162,64.14041
Core Area (mm²),LH1T-232,2565,2/5/2024 11:28,12.399,12.40336,12.34795,12.44357
Anode Overhang (All) (mm),LH1T-232,2565,2/5/2024 11:28,0.567,0.574,0.41,0.72458
Cathode Width (mm),LH1T-232,2565,2/5/2024 11:28,64.031,64.04202,63.8944,64.1569
Anode Overhang (All) (mm),LH1T-233,2566,2/5/2024 11:37,0.567,0.55856,0.4592,0.6742
Cathode Width (mm),LH1T-233,2566,2/5/2024 11:37,64.033,64.0584,63.8616,64.15683
Core Area (mm²),LH1T-233,2566,2/5/2024 11:37,12.668,12.66304,12.53649,12.82805
Core Area (mm²),LH1T-234,2567,2/5/2024 11:49,12.414,12.41694,12.36705,12.45244
Anode Overhang (All) (mm),LH1T-234,2567,2/5/2024 11:49,0.563,0.55784,0.3772,0.75511
Cathode Width (mm),LH1T-234,2567,2/5/2024 11:49,64.029,64.04208,63.8616,64.15681
Core Area (mm²),LH1T-235,2568,2/5/2024 18:12,12.706,12.71024,12.57966,12.83881
Anode Overhang (All) (mm),LH1T-235,2568,2/5/2024 18:12,0.567,0.55856,0.4592,0.69366
Cathode Width (mm),LH1T-235,2568,2/5/2024 18:12,64.029,64.04205,63.84521,64.14045
Core Area (mm²),LH1T-236,2569,2/5/2024 12:45,12.56,12.55761,12.43133,12.71199
Anode Overhang (All) (mm),LH1T-236,2569,2/5/2024 12:45,0.567,0.574,0.3772,0.75458
Cathode Width (mm),LH1T-236,2569,2/5/2024 12:45,64.018,64.02565,63.8452,64.14042
Core Area (mm²),LH1T-237,2570,2/5/2024 12:54,12.381,12.38453,12.31931,12.44074
Anode Overhang (All) (mm),LH1T-237,2570,2/5/2024 12:54,0.565,0.55856,0.4431,0.68958
Cathode Width (mm),LH1T-237,2570,2/5/2024 12:54,64.031,64.0421,63.878,64.15688
Core Area (mm²),LH1T-238,2571,2/5/2024 13:04,12.505,12.50341,12.43335,12.58477
Anode Overhang (All) (mm),LH1T-238,2571,2/5/2024 13:04,0.571,0.5636,0.3936,0.756
Cathode Width (mm),LH1T-238,2571,2/5/2024 13:04,64.027,64.04208,63.8616,64.1405
Core Area (mm²),LH1T-239,2572,2/5/2024 13:13,12.369,12.3774,12.31205,12.41412
Anode Overhang (All) (mm),LH1T-239,2572,2/5/2024 13:13,0.564,0.574,0.42672,0.71203
Cathode Width (mm),LH1T-239,2572,2/5/2024 13:13,64.024,64.042,63.8616,64.15681
Core Area (mm²),LH1T-240,2573,2/5/2024 13:22,12.502,12.50059,12.46078,12.54403
Anode Overhang (All) (mm),LH1T-240,2573,2/5/2024 13:22,0.573,0.574,0.4592,0.70539
Cathode Width (mm),LH1T-240,2573,2/5/2024 13:22,64.026,64.04203,63.8616,64.15693
Core Area (mm²),LH1T-241,2574,2/5/2024 13:31,12.425,12.42622,12.38319,12.47289
Anode Overhang (All) (mm),LH1T-241,2574,2/5/2024 13:31,0.565,0.56622,0.4428,0.69055
Cathode Width (mm),LH1T-241,2574,2/5/2024 13:31,64.027,64.04201,63.8616,64.1568
Core Area (mm²),LH1T-242,2575,2/5/2024 13:41,12.676,12.67474,12.55438,12.8107
Anode Overhang (All) (mm),LH1T-242,2575,2/5/2024 13:41,0.561,0.55784,0.3936,0.73873
Cathode Width (mm),LH1T-242,2575,2/5/2024 13:41,64.028,64.04201,63.86161,64.14042
Anode Overhang (All) (mm),LH1T-243,2576,2/5/2024 13:50,0.563,0.55977,0.2952,0.83656
Cathode Width (mm),LH1T-243,2576,2/5/2024 13:50,64.043,64.05841,63.9108,64.1568
Core Area (mm²),LH1T-243,2576,2/5/2024 13:50,12.413,12.40793,12.27211,12.6071
Core Area (mm²),LH1T-244,2577,2/5/2024 13:59,12.739,12.73727,12.63641,12.88399
Anode Overhang (All) (mm),LH1T-244,2577,2/5/2024 13:59,0.567,0.57494,0.328,0.80377
Cathode Width (mm),LH1T-244,2577,2/5/2024 13:59,64.022,64.04203,63.878,64.14045
Core Area (mm²),LH1T-245,2578,2/5/2024 14:09,12.59,12.60279,12.49602,12.70567
Anode Overhang (All) (mm),LH1T-245,2578,2/5/2024 14:09,0.563,0.55784,0.47673,0.65292
Cathode Width (mm),LH1T-245,2578,2/5/2024 14:09,64.032,64.0584,63.8616,64.15681
Core Area (mm²),LH1T-246,2579,2/5/2024 14:18,12.532,12.52372,12.4433,12.65322
Anode Overhang (All) (mm),LH1T-246,2579,2/5/2024 14:18,0.574,0.59063,0.3608,0.78788
Cathode Width (mm),LH1T-246,2579,2/5/2024 14:18,64.028,64.0421,63.878,64.15701
Core Area (mm²),LH1T-247,2580,2/5/2024 14:28,12.445,12.43806,12.3735,12.55882
Anode Overhang (All) (mm),LH1T-247,2580,2/5/2024 14:28,0.564,0.55856,0.41,0.72458
Cathode Width (mm),LH1T-247,2580,2/5/2024 14:28,64.029,64.04202,63.8616,64.1405
Core Area (mm²),LH1T-248,2581,2/5/2024 14:37,12.684,12.68039,12.59136,12.80559
Anode Overhang (All) (mm),LH1T-248,2581,2/5/2024 14:37,0.568,0.55784,0.4428,0.70691
Cathode Width (mm),LH1T-248,2581,2/5/2024 14:37,64.026,64.04205,63.8616,64.14045
Core Area (mm²),LH1T-249,2582,2/5/2024 14:46,12.401,12.4,12.32227,12.48943
Anode Overhang (All) (mm),LH1T-249,2582,2/5/2024 14:46,0.557,0.55324,0.45744,0.66597
Cathode Width (mm),LH1T-249,2582,2/5/2024 14:46,64.041,64.05845,63.86165,64.15701
Core Area (mm²),LH1T-250,2583,2/5/2024 14:56,12.756,12.75852,12.64368,12.9082
Anode Overhang (All) (mm),LH1T-250,2583,2/5/2024 14:56,0.566,0.55784,0.4264,0.70691
Cathode Width (mm),LH1T-250,2583,2/5/2024 14:56,64.027,64.042,63.8616,64.14048
Core Area (mm²),LH1T-251,2584,2/5/2024 15:05,12.724,12.72033,12.60629,12.85306
Anode Overhang (All) (mm),LH1T-251,2584,2/5/2024 15:05,0.571,0.57423,0.4428,0.689
Cathode Width (mm),LH1T-251,2584,2/5/2024 15:05,64.022,64.04202,63.8616,64.14042
Anode Overhang (All) (mm),LH1T-252,2585,2/5/2024 15:14,0.57,0.5768,0.3608,0.77097
Cathode Width (mm),LH1T-252,2585,2/5/2024 15:14,64.023,64.042,63.878,64.1404
Core Area (mm²),LH1T-252,2585,2/5/2024 15:14,12.691,12.69047,12.6036,12.79887
Core Area (mm²),LH1T-253,2586,2/5/2024 15:24,12.749,12.74682,12.62955,12.88493
Anode Overhang (All) (mm),LH1T-253,2586,2/5/2024 15:24,0.57,0.57423,0.4756,0.6726
Cathode Width (mm),LH1T-253,2586,2/5/2024 15:24,64.027,64.0584,63.878,64.14048
Core Area (mm²),LH1T-254,2587,2/5/2024 15:33,12.589,12.58464,12.52345,12.69236
Anode Overhang (All) (mm),LH1T-254,2587,2/5/2024 15:33,0.569,0.57423,0.3804,0.73873
Cathode Width (mm),LH1T-254,2587,2/5/2024 15:33,64.024,64.042,63.8616,64.15693
Core Area (mm²),LH1T-255,2588,2/5/2024 15:42,12.536,12.53865,12.48028,12.58598
Anode Overhang (All) (mm),LH1T-255,2588,2/5/2024 15:42,0.562,0.5636,0.4592,0.67559
Cathode Width (mm),LH1T-255,2588,2/5/2024 15:42,64.018,64.0259,63.878,64.14053
Core Area (mm²),LH1T-256,2589,2/5/2024 15:52,12.5,12.50045,12.44774,12.56971
Anode Overhang (All) (mm),LH1T-256,2589,2/5/2024 15:52,0.569,0.57423,0.4264,0.72328
Cathode Width (mm),LH1T-256,2589,2/5/2024 15:52,64.025,64.04203,63.878,64.15683
Core Area (mm²),LH1T-257,2590,2/5/2024 16:01,12.666,12.66479,12.55573,12.81124
Anode Overhang (All) (mm),LH1T-257,2590,2/5/2024 16:01,0.568,0.57412,0.3116,0.82066
Cathode Width (mm),LH1T-257,2590,2/5/2024 16:01,64.028,64.04203,63.8452,64.15681
Core Area (mm²),LH1T-258,2591,2/5/2024 16:10,12.814,12.81836,12.70231,12.92555
Anode Overhang (All) (mm),LH1T-258,2591,2/5/2024 16:10,0.575,0.57423,0.4592,0.68958
Cathode Width (mm),LH1T-258,2591,2/5/2024 16:10,64.028,64.04205,63.878,64.14075
Core Area (mm²),LH1T-259,2592,2/5/2024 16:20,12.48,12.47423,12.35925,12.66815
Anode Overhang (All) (mm),LH1T-259,2592,2/5/2024 16:20,0.564,0.56145,0.3444,0.78737
Cathode Width (mm),LH1T-259,2592,2/5/2024 16:20,64.042,64.05844,63.89441,64.1569
Core Area (mm²),LH1T-260,2593,2/5/2024 16:29,12.795,12.79174,12.6859,12.89999
Anode Overhang (All) (mm),LH1T-260,2593,2/5/2024 16:29,0.558,0.55384,0.41,0.72328
Cathode Width (mm),LH1T-260,2593,2/5/2024 16:29,64.025,64.04201,63.82882,64.14042
Anode Overhang (All) (mm),LH1T-261,2594,2/5/2024 16:39,0.559,0.55856,0.26444,0.82066
Cathode Width (mm),LH1T-261,2594,2/5/2024 16:39,64.089,64.09122,63.8944,64.22248
Core Area (mm²),LH1T-261,2594,2/5/2024 16:39,12.621,12.62848,12.54793,12.66896
Core Area (mm²),LH1T-262,2595,2/5/2024 16:48,12.602,12.6079,12.52708,12.65927
Anode Overhang (All) (mm),LH1T-262,2595,2/5/2024 16:48,0.534,0.5412,0.2788,0.80427
Cathode Width (mm),LH1T-262,2595,2/5/2024 16:48,64.085,64.09137,63.92745,64.20625
Core Area (mm²),LH1T-263,2596,2/5/2024 16:57,12.506,12.5139,12.41345,12.60024
Anode Overhang (All) (mm),LH1T-263,2596,2/5/2024 16:57,0.565,0.57423,0.1312,0.95134
Cathode Width (mm),LH1T-263,2596,2/5/2024 16:57,64.099,64.1243,63.9272,64.2389
Core Area (mm²),LH1T-264,2597,2/5/2024 17:07,12.584,12.59768,12.50556,12.63641
Anode Overhang (All) (mm),LH1T-264,2597,2/5/2024 17:07,0.543,0.55784,0.3444,0.73873
Cathode Width (mm),LH1T-264,2597,2/5/2024 17:07,64.082,64.1076,63.878,64.20625
Core Area (mm²),LH1T-265,2598,2/5/2024 17:16,12.548,12.56097,12.44451,12.67192
Anode Overhang (All) (mm),LH1T-265,2598,2/5/2024 17:16,0.547,0.54281,0.3116,0.78788
Cathode Width (mm),LH1T-265,2598,2/5/2024 17:16,64.085,64.0913,63.89441,64.20617
Core Area (mm²),LH1T-266,2599,2/5/2024 17:25,12.506,12.50893,12.43752,12.62391
Anode Overhang (All) (mm),LH1T-266,2599,2/5/2024 17:25,0.549,0.54343,0.3116,0.7715
Cathode Width (mm),LH1T-266,2599,2/5/2024 17:25,64.079,64.0749,63.92721,64.20613
Core Area (mm²),LH1T-267,2600,2/5/2024 17:35,12.575,12.5763,12.52372,12.61611
Anode Overhang (All) (mm),LH1T-267,2600,2/5/2024 17:35,0.551,0.55784,0.2952,0.8051
Cathode Width (mm),LH1T-267,2600,2/5/2024 17:35,64.073,64.09125,63.8944,64.20621
Anode Overhang (All) (mm),LH1T-268,2601,2/5/2024 17:44,0.55,0.55784,0.2296,0.86982
Cathode Width (mm),LH1T-268,2601,2/5/2024 17:44,64.082,64.09125,63.9108,64.20608
Core Area (mm²),LH1T-268,2601,2/5/2024 17:44,12.6,12.604,12.55115,12.64959
Core Area (mm²),LH1T-269,2602,2/5/2024 17:54,12.526,12.52789,12.45487,12.57496
Anode Overhang (All) (mm),LH1T-269,2602,2/5/2024 17:54,0.551,0.55977,0.20764,0.9026
Cathode Width (mm),LH1T-269,2602,2/5/2024 17:54,64.073,64.07515,63.92721,64.20635
Core Area (mm²),LH1T-270,2603,2/5/2024 18:03,12.575,12.57334,12.46051,12.69249
Anode Overhang (All) (mm),LH1T-270,2603,2/5/2024 18:03,0.565,0.57423,0.3444,0.78788
Cathode Width (mm),LH1T-270,2603,2/5/2024 18:03,64.076,64.09133,63.89441,64.20621
Core Area (mm²),LH1T-271,2604,2/5/2024 18:22,12.66,12.66304,12.57576,12.70527
Anode Overhang (All) (mm),LH1T-271,2604,2/5/2024 18:22,0.562,0.5636,0.1968,0.88697
Cathode Width (mm),LH1T-271,2604,2/5/2024 18:22,64.073,64.07485,63.89442,64.20617
Anode Overhang (All) (mm),LH1T-272,2605,2/5/2024 18:31,0.525,0.54145,0.082,0.96816
Cathode Width (mm),LH1T-272,2605,2/5/2024 18:31,64.082,64.0913,63.8944,64.206
Core Area (mm²),LH1T-272,2605,2/5/2024 18:31,12.618,12.62364,12.53367,12.71979
Core Area (mm²),LH1T-273,2606,2/5/2024 18:40,12.556,12.55398,12.51794,12.60118
Anode Overhang (All) (mm),LH1T-273,2606,2/5/2024 18:40,0.521,0.52582,0.2296,0.83704
Cathode Width (mm),LH1T-273,2606,2/5/2024 18:40,64.082,64.10762,63.8781,64.18962
Core Area (mm²),LH1T-274,2607,2/5/2024 18:50,12.569,12.57334,12.48512,12.62929
Anode Overhang (All) (mm),LH1T-274,2607,2/5/2024 18:50,0.556,0.55784,0.1968,0.86982
Cathode Width (mm),LH1T-274,2607,2/5/2024 18:50,64.079,64.09125,63.92721,64.2225
Core Area (mm²),LH1T-275,2608,2/5/2024 18:59,12.529,12.53986,12.4281,12.57563
