metric,sn,scan_id,scan_processed_date,mean,median,min,max
Cathode Width (mm),LH1T-366,2699,2/6/2024 14:55,64.082,64.09137,63.91097,64.22242
Core Area (mm²),LH1T-367,2700,2/6/2024 15:05,12.567,12.57267,12.47773,12.67447
Anode Overhang (All) (mm),LH1T-367,2700,2/6/2024 15:05,0.552,0.55784,0.3608,0.756
Cathode Width (mm),LH1T-367,2700,2/6/2024 15:05,64.081,64.1077,63.9108,64.20621
Core Area (mm²),LH1T-368,2701,2/6/2024 15:14,12.489,12.50166,12.40484,12.5607
Anode Overhang (All) (mm),LH1T-368,2701,2/6/2024 15:14,0.549,0.55784,0.2624,0.83704
Cathode Width (mm),LH1T-368,2701,2/6/2024 15:14,64.083,64.0913,63.92722,64.22245
Core Area (mm²),LH1T-369,2702,2/6/2024 15:23,12.51,12.51861,12.40376,12.58719
Anode Overhang (All) (mm),LH1T-369,2702,2/6/2024 15:23,0.53,0.54219,0.2788,0.80427
Cathode Width (mm),LH1T-369,2702,2/6/2024 15:23,64.08,64.1076,63.92745,64.2063
Anode Overhang (All) (mm),LH1T-370,2703,2/6/2024 15:33,0.564,0.574,0.164,0.95134
Cathode Width (mm),LH1T-370,2703,2/6/2024 15:33,64.081,64.10761,63.9108,64.20617
Core Area (mm²),LH1T-370,2703,2/6/2024 15:33,12.656,12.6703,12.54819,12.73324
Core Area (mm²),LH1T-371,2704,2/6/2024 15:42,12.611,12.62175,12.49817,12.68146
Anode Overhang (All) (mm),LH1T-371,2704,2/6/2024 15:42,0.555,0.55784,0.2788,0.82066
Cathode Width (mm),LH1T-371,2704,2/6/2024 15:42,64.08,64.0913,63.878,64.2224
Core Area (mm²),LH1T-372,2705,2/6/2024 15:51,12.52,12.52479,12.45406,12.57522
Anode Overhang (All) (mm),LH1T-372,2705,2/6/2024 15:51,0.566,0.574,0.2296,0.88621
Cathode Width (mm),LH1T-372,2705,2/6/2024 15:51,64.082,64.1076,63.86177,64.22261
Anode Overhang (All) (mm),LH1T-373,2706,2/6/2024 16:01,0.54,0.54219,0.2788,0.82066
Cathode Width (mm),LH1T-373,2706,2/6/2024 16:01,64.08,64.0913,63.8944,64.20617
Core Area (mm²),LH1T-373,2706,2/6/2024 16:01,12.583,12.58746,12.51431,12.62808
Core Area (mm²),LH1T-374,2707,2/6/2024 16:10,12.561,12.57186,12.42407,12.70594
Anode Overhang (All) (mm),LH1T-374,2707,2/6/2024 16:10,0.542,0.54219,0.2788,0.80427
Cathode Width (mm),LH1T-374,2707,2/6/2024 16:10,64.084,64.0912,63.9272,64.2061
Core Area (mm²),LH1T-375,2708,2/6/2024 16:19,12.626,12.62848,12.55828,12.6898
Anode Overhang (All) (mm),LH1T-375,2708,2/6/2024 16:19,0.505,0.5271,0.07239,0.95346
Cathode Width (mm),LH1T-375,2708,2/6/2024 16:19,64.08,64.10762,63.9272,64.17337
Core Area (mm²),LH1T-376,2709,2/6/2024 16:28,12.536,12.53918,12.46186,12.58087
Anode Overhang (All) (mm),LH1T-376,2709,2/6/2024 16:28,0.555,0.56145,0.25593,0.85422
Cathode Width (mm),LH1T-376,2709,2/6/2024 16:28,64.081,64.10762,63.87803,64.2063
Core Area (mm²),LH1T-377,2710,2/6/2024 16:38,12.559,12.56904,12.46307,12.67877
Anode Overhang (All) (mm),LH1T-377,2710,2/6/2024 16:38,0.557,0.55784,0.3608,0.73964
Cathode Width (mm),LH1T-377,2710,2/6/2024 16:38,64.086,64.09128,63.9108,64.2224
Anode Overhang (All) (mm),LH1T-378,2711,2/6/2024 16:47,0.555,0.55856,0.246,0.83704
Cathode Width (mm),LH1T-378,2711,2/6/2024 16:47,64.088,64.09137,63.9108,64.22253
Core Area (mm²),LH1T-378,2711,2/6/2024 16:47,12.538,12.54739,12.46414,12.58558
Core Area (mm²),LH1T-379,2712,2/6/2024 16:56,12.533,12.53636,12.4394,12.64341
Anode Overhang (All) (mm),LH1T-379,2712,2/6/2024 16:56,0.549,0.55856,0.328,0.78788
Cathode Width (mm),LH1T-379,2712,2/6/2024 16:56,64.074,64.10768,63.91081,64.18981
Core Area (mm²),LH1T-380,2713,2/6/2024 17:06,12.615,12.62081,12.53784,12.66586
Anode Overhang (All) (mm),LH1T-380,2713,2/6/2024 17:06,0.558,0.574,0.1968,0.86982
Cathode Width (mm),LH1T-380,2713,2/6/2024 17:06,64.08,64.09122,63.9108,64.20601
Core Area (mm²),LH1T-381,2714,2/6/2024 17:15,12.636,12.63063,12.59715,12.71912
Anode Overhang (All) (mm),LH1T-381,2714,2/6/2024 17:15,0.538,0.54145,0.16482,0.9026
Cathode Width (mm),LH1T-381,2714,2/6/2024 17:15,64.08,64.1076,63.9108,64.20601
Core Area (mm²),LH1T-382,2715,2/6/2024 17:24,12.605,12.60979,12.54201,12.66183
Anode Overhang (All) (mm),LH1T-382,2715,2/6/2024 17:24,0.546,0.5576,0.2952,0.78874
Cathode Width (mm),LH1T-382,2715,2/6/2024 17:24,64.076,64.1076,63.8944,64.20605
Core Area (mm²),LH1T-383,2716,2/6/2024 17:33,12.627,12.62996,12.57375,12.70016
Anode Overhang (All) (mm),LH1T-383,2716,2/6/2024 17:33,0.563,0.574,0.0984,0.98455
Cathode Width (mm),LH1T-383,2716,2/6/2024 17:33,64.073,64.1076,63.89448,64.18977
Core Area (mm²),LH1T-384,2717,2/6/2024 17:43,12.618,12.63103,12.52197,12.67165
Anode Overhang (All) (mm),LH1T-384,2717,2/6/2024 17:43,0.566,0.574,0.13222,0.98455
Cathode Width (mm),LH1T-384,2717,2/6/2024 17:43,64.071,64.09122,63.9108,64.18968
Core Area (mm²),LH1T-385,2718,2/6/2024 17:52,12.644,12.6504,12.54066,12.69424
Anode Overhang (All) (mm),LH1T-385,2718,2/6/2024 17:52,0.561,0.56622,0.1968,0.88621
Cathode Width (mm),LH1T-385,2718,2/6/2024 17:52,64.08,64.09123,63.91081,64.22261
Core Area (mm²),LH1T-386,2719,2/6/2024 18:01,12.538,12.55384,12.42958,12.6313
Anode Overhang (All) (mm),LH1T-386,2719,2/6/2024 18:01,0.563,0.574,0.3608,0.756
Cathode Width (mm),LH1T-386,2719,2/6/2024 18:01,64.077,64.09123,63.86165,64.2061
Core Area (mm²),LH1T-387,2720,2/6/2024 18:10,12.567,12.57751,12.48095,12.62256
Anode Overhang (All) (mm),LH1T-387,2720,2/6/2024 18:10,0.551,0.55856,0.2296,0.86982
Cathode Width (mm),LH1T-387,2720,2/6/2024 18:10,64.084,64.0915,63.9436,64.20635
Core Area (mm²),LH1T-388,2721,2/6/2024 18:20,12.508,12.52103,12.41506,12.62565
Anode Overhang (All) (mm),LH1T-388,2721,2/6/2024 18:20,0.56,0.55856,0.11939,0.96774
Cathode Width (mm),LH1T-388,2721,2/6/2024 18:20,64.085,64.10761,63.9108,64.20621
Core Area (mm²),LH1T-389,2722,2/6/2024 18:29,12.577,12.57805,12.50072,12.65295
Anode Overhang (All) (mm),LH1T-389,2722,2/6/2024 18:29,0.546,0.54219,0.1512,0.91855
Cathode Width (mm),LH1T-389,2722,2/6/2024 18:29,64.077,64.09137,63.87808,64.20605
Core Area (mm²),LH1T-390,2723,2/6/2024 18:38,12.606,12.60911,12.5486,12.64556
Anode Overhang (All) (mm),LH1T-390,2723,2/6/2024 18:38,0.524,0.54219,0.1804,0.88621
Cathode Width (mm),LH1T-390,2723,2/6/2024 18:38,64.073,64.09133,63.86162,64.18968
Core Area (mm²),LH1T-391,2724,2/6/2024 18:48,12.298,12.30748,12.14502,12.4277
Anode Overhang (All) (mm),LH1T-391,2724,2/6/2024 18:48,0.561,0.55784,0.3444,0.78737
Cathode Width (mm),LH1T-391,2724,2/6/2024 18:48,64.039,64.0584,63.878,64.1569
Core Area (mm²),LH1T-392,2725,2/6/2024 19:07,12.255,12.26807,12.15659,12.31675
Anode Overhang (All) (mm),LH1T-392,2725,2/6/2024 19:07,0.559,0.55784,0.32841,0.78788
Cathode Width (mm),LH1T-392,2725,2/6/2024 19:07,64.039,64.05845,63.878,64.17321
Anode Overhang (All) (mm),LH1T-393,2726,2/7/2024 12:18,0.562,0.55856,0.32841,0.78874
Cathode Width (mm),LH1T-393,2726,2/7/2024 12:18,64.041,64.0585,63.8616,64.17333
Core Area (mm²),LH1T-393,2726,2/7/2024 12:18,12.266,12.27587,12.189,12.33679
Core Area (mm²),LH1T-394,2727,2/7/2024 12:27,12.273,12.2791,12.21737,12.31339
Anode Overhang (All) (mm),LH1T-394,2727,2/7/2024 12:27,0.561,0.56145,0.4264,0.70118
Cathode Width (mm),LH1T-394,2727,2/7/2024 12:27,64.03,64.0584,63.8616,64.1569
Core Area (mm²),LH1T-395,2728,2/6/2024 20:08,12.491,12.49171,12.4433,12.5416
Anode Overhang (All) (mm),LH1T-395,2728,2/6/2024 20:08,0.561,0.55977,0.4428,0.6732
Cathode Width (mm),LH1T-395,2728,2/6/2024 20:08,64.023,64.04201,63.8616,64.14048
Core Area (mm²),LH1T-396,2729,2/6/2024 20:17,12.214,12.22504,12.11167,12.31702
Anode Overhang (All) (mm),LH1T-396,2729,2/6/2024 20:17,0.559,0.55856,0.41033,0.70691
Cathode Width (mm),LH1T-396,2729,2/6/2024 20:17,64.035,64.04217,63.8944,64.15688
Core Area (mm²),LH1T-397,2730,2/6/2024 20:26,12.281,12.29927,12.16735,12.36745
Anode Overhang (All) (mm),LH1T-397,2730,2/6/2024 20:26,0.558,0.55784,0.4264,0.68958
Cathode Width (mm),LH1T-397,2730,2/6/2024 20:26,64.042,64.05843,63.8944,64.15697
Core Area (mm²),LH1T-398,2731,2/7/2024 12:37,12.457,12.45715,12.40027,12.5377
Anode Overhang (All) (mm),LH1T-398,2731,2/7/2024 12:37,0.579,0.57494,0.4428,0.72328
Cathode Width (mm),LH1T-398,2731,2/7/2024 12:37,64.036,64.05875,63.86196,64.15697
Anode Overhang (All) (mm),LH1T-399,2732,2/6/2024 20:43,0.582,0.57494,0.45949,0.70596
Cathode Width (mm),LH1T-399,2732,2/6/2024 20:43,64.005,64.02561,63.8616,64.14041
Core Area (mm²),LH1T-399,2732,2/6/2024 20:43,12.467,12.47705,12.3653,12.58343
Core Area (mm²),LH1T-400,2733,2/6/2024 20:53,12.372,12.38346,12.28031,12.46509
Anode Overhang (All) (mm),LH1T-400,2733,2/6/2024 20:53,0.564,0.55856,0.41131,0.70995
Cathode Width (mm),LH1T-400,2733,2/6/2024 20:53,64.04,64.05845,63.8944,64.17355
Core Area (mm²),LH1T-401,2734,2/6/2024 21:02,12.329,12.33303,12.27789,12.36759
Anode Overhang (All) (mm),LH1T-401,2734,2/6/2024 21:02,0.547,0.5576,0.41,0.68958
Cathode Width (mm),LH1T-401,2734,2/6/2024 21:02,64.043,64.05853,63.8944,64.15727
Core Area (mm²),LH1T-402,2735,2/6/2024 21:11,12.426,12.42622,12.37014,12.46751
Anode Overhang (All) (mm),LH1T-402,2735,2/6/2024 21:11,0.556,0.55856,0.3608,0.77097
Cathode Width (mm),LH1T-402,2735,2/6/2024 21:11,64.037,64.04225,63.878,64.14053
Core Area (mm²),LH1T-403,2736,2/6/2024 21:20,12.502,12.49454,12.44881,12.60468
Anode Overhang (All) (mm),LH1T-403,2736,2/6/2024 21:20,0.586,0.59063,0.492,0.67559
Cathode Width (mm),LH1T-403,2736,2/6/2024 21:20,64.038,64.05857,63.9108,64.15697
Core Area (mm²),LH1T-404,2737,2/6/2024 21:29,12.303,12.31124,12.18617,12.41896
Anode Overhang (All) (mm),LH1T-404,2737,2/6/2024 21:29,0.558,0.574,0.2296,0.9026
Cathode Width (mm),LH1T-404,2737,2/6/2024 21:29,64.042,64.05843,63.87802,64.17325
Core Area (mm²),LH1T-405,2738,2/6/2024 21:38,11.933,11.9355,11.83397,12.0919
Anode Overhang (All) (mm),LH1T-405,2738,2/6/2024 21:38,0.566,0.57423,0.3444,0.82066
Cathode Width (mm),LH1T-405,2738,2/6/2024 21:38,64.033,64.05843,63.87802,64.15683
Core Area (mm²),LH1T-406,2739,2/6/2024 21:48,12.316,12.32563,12.23795,12.37445
Anode Overhang (All) (mm),LH1T-406,2739,2/6/2024 21:48,0.556,0.55856,0.42923,0.6732
Cathode Width (mm),LH1T-406,2739,2/6/2024 21:48,64.045,64.0587,63.87813,64.17361
Core Area (mm²),LH1T-407,2740,2/6/2024 21:57,12.289,12.30519,12.19828,12.37404
Anode Overhang (All) (mm),LH1T-407,2740,2/6/2024 21:57,0.557,0.55784,0.4756,0.64296
Cathode Width (mm),LH1T-407,2740,2/6/2024 21:57,64.031,64.04217,63.86163,64.14075
Core Area (mm²),LH1T-408,2741,2/6/2024 22:06,12.194,12.19572,12.14516,12.25086
Anode Overhang (All) (mm),LH1T-408,2741,2/6/2024 22:06,0.545,0.55856,0.246,0.85343
Cathode Width (mm),LH1T-408,2741,2/6/2024 22:06,64.041,64.05853,63.89443,64.17333
Core Area (mm²),LH1T-409,2742,2/6/2024 22:15,12.49,12.48808,12.44303,12.57119
Anode Overhang (All) (mm),LH1T-409,2742,2/6/2024 22:15,0.576,0.57494,0.4431,0.70539
Cathode Width (mm),LH1T-409,2742,2/6/2024 22:15,64.036,64.0585,63.89465,64.15697
Core Area (mm²),LH1T-410,2743,2/6/2024 22:24,12.383,12.39919,12.26969,12.44653
Anode Overhang (All) (mm),LH1T-410,2743,2/6/2024 22:24,0.567,0.57423,0.4264,0.70539
Cathode Width (mm),LH1T-410,2743,2/6/2024 22:24,64.035,64.0584,63.8944,64.15688
Core Area (mm²),LH1T-411,2744,2/6/2024 22:34,12.361,12.36651,12.28018,12.45204
Anode Overhang (All) (mm),LH1T-411,2744,2/6/2024 22:34,0.565,0.55977,0.4428,0.68508
Cathode Width (mm),LH1T-411,2744,2/6/2024 22:34,64.027,64.04202,63.89441,64.1405
Core Area (mm²),LH1T-412,2745,2/6/2024 22:43,12.367,12.36866,12.29981,12.44424
Anode Overhang (All) (mm),LH1T-412,2745,2/6/2024 22:43,0.56,0.55784,0.34479,0.77097
Cathode Width (mm),LH1T-412,2745,2/6/2024 22:43,64.097,64.12403,63.8944,64.20617
Core Area (mm²),LH1T-413,2746,2/6/2024 22:52,12.431,12.42972,12.3415,12.53555
Anode Overhang (All) (mm),LH1T-413,2746,2/6/2024 22:52,0.567,0.574,0.2952,0.83704
Cathode Width (mm),LH1T-413,2746,2/6/2024 22:52,64.011,64.0256,63.87801,64.12405
Core Area (mm²),LH1T-414,2747,2/6/2024 23:01,12.363,12.36328,12.32334,12.39664
Anode Overhang (All) (mm),LH1T-414,2747,2/6/2024 23:01,0.555,0.5576,0.46646,0.64044
Cathode Width (mm),LH1T-414,2747,2/6/2024 23:01,64.041,64.05853,63.89445,64.17323
Core Area (mm²),LH1T-415,2748,2/6/2024 23:10,12.399,12.39852,12.36651,12.44707
Anode Overhang (All) (mm),LH1T-415,2748,2/6/2024 23:10,0.539,0.54145,0.3116,0.77097
Cathode Width (mm),LH1T-415,2748,2/6/2024 23:10,64.042,64.0748,63.89441,64.17337
Core Area (mm²),LH1T-416,2749,2/6/2024 23:19,12.349,12.35643,12.27224,12.40632
Anode Overhang (All) (mm),LH1T-416,2749,2/6/2024 23:19,0.55,0.54219,0.4756,0.63369
Cathode Width (mm),LH1T-416,2749,2/6/2024 23:19,64.026,64.04205,63.8616,64.12425
Core Area (mm²),LH1T-417,2750,2/6/2024 23:28,12.41,12.42555,12.28959,12.49171
Anode Overhang (All) (mm),LH1T-417,2750,2/6/2024 23:28,0.56,0.55856,0.41,0.72458
Cathode Width (mm),LH1T-417,2750,2/6/2024 23:28,64.097,64.12401,63.87801,64.22248
Core Area (mm²),LH1T-418,2751,2/6/2024 23:37,12.402,12.41291,12.31998,12.47921
Anode Overhang (All) (mm),LH1T-418,2751,2/6/2024 23:37,0.575,0.57423,0.44401,0.68958
Cathode Width (mm),LH1T-418,2751,2/6/2024 23:37,64.034,64.04208,63.8944,64.17328
Anode Overhang (All) (mm),LH1T-419,2752,2/6/2024 23:46,0.552,0.54145,0.45791,0.65682
Cathode Width (mm),LH1T-419,2752,2/6/2024 23:46,64.032,64.04261,63.87825,64.14053
Core Area (mm²),LH1T-419,2752,2/6/2024 23:46,12.268,12.27816,12.14731,12.41573
Core Area (mm²),LH1T-420,2753,2/6/2024 23:55,12.267,12.26673,12.2089,12.30949
Anode Overhang (All) (mm),LH1T-420,2753,2/6/2024 23:55,0.548,0.54145,0.4592,0.64044
Cathode Width (mm),LH1T-420,2753,2/6/2024 23:55,64.043,64.05875,63.87841,64.17328
Core Area (mm²),LH1T-421,2754,2/7/2024 0:04,12.296,12.2951,12.26081,12.33975
Anode Overhang (All) (mm),LH1T-421,2754,2/7/2024 0:04,0.581,0.5904,0.4756,0.68958
Cathode Width (mm),LH1T-421,2754,2/7/2024 0:04,64.075,64.10762,63.89442,64.18968
Core Area (mm²),LH1T-422,2755,2/7/2024 0:13,12.309,12.30909,12.27372,12.35401
Anode Overhang (All) (mm),LH1T-422,2755,2/7/2024 0:13,0.552,0.5576,0.39496,0.70596
Cathode Width (mm),LH1T-422,2755,2/7/2024 0:13,64.047,64.05875,63.89441,64.17325
Anode Overhang (All) (mm),LH1T-423,2756,2/7/2024 0:22,0.562,0.574,0.4428,0.6732
Cathode Width (mm),LH1T-423,2756,2/7/2024 0:22,64.045,64.0584,63.878,64.17333
Core Area (mm²),LH1T-423,2756,2/7/2024 0:22,12.307,12.32254,12.1539,12.416
Core Area (mm²),LH1T-424,2757,2/7/2024 0:31,12.351,12.35777,12.29631,12.39395
Anode Overhang (All) (mm),LH1T-424,2757,2/7/2024 0:31,0.565,0.55784,0.44552,0.67738
Cathode Width (mm),LH1T-424,2757,2/7/2024 0:31,64.038,64.05861,63.89442,64.1569
Core Area (mm²),LH1T-425,2758,2/7/2024 0:40,12.226,12.2366,12.14408,12.30183
Anode Overhang (All) (mm),LH1T-425,2758,2/7/2024 0:40,0.566,0.574,0.3444,0.7715
Cathode Width (mm),LH1T-425,2758,2/7/2024 0:40,64.038,64.05843,63.8616,64.1571
Core Area (mm²),LH1T-426,2759,2/7/2024 0:50,12.319,12.31837,12.244,12.40914
Anode Overhang (All) (mm),LH1T-426,2759,2/7/2024 0:50,0.561,0.55977,0.45065,0.6732
Cathode Width (mm),LH1T-426,2759,2/7/2024 0:50,64.019,64.042,63.86161,64.12413
Anode Overhang (All) (mm),LH1T-427,2760,2/7/2024 0:59,0.553,0.54219,0.46183,0.64044
Cathode Width (mm),LH1T-427,2760,2/7/2024 0:59,64.035,64.04202,63.878,64.15693
Core Area (mm²),LH1T-427,2760,2/7/2024 0:59,12.294,12.30156,12.20379,12.37431
Anode Overhang (All) (mm),LH1T-428,2761,2/7/2024 1:08,0.588,0.59063,0.5084,0.65784
Cathode Width (mm),LH1T-428,2761,2/7/2024 1:08,64.087,64.10762,63.96,64.20621
Core Area (mm²),LH1T-428,2761,2/7/2024 1:08,12.358,12.35925,12.31299,12.40269
Core Area (mm²),LH1T-429,2762,2/7/2024 1:17,12.319,12.31971,12.25301,12.38736
Anode Overhang (All) (mm),LH1T-429,2762,2/7/2024 1:17,0.558,0.55784,0.44168,0.6732
Cathode Width (mm),LH1T-429,2762,2/7/2024 1:17,64.039,64.05861,63.89445,64.17321
Anode Overhang (All) (mm),LH1T-430,2763,2/7/2024 1:26,0.563,0.574,0.3772,0.75725
Cathode Width (mm),LH1T-430,2763,2/7/2024 1:26,64.039,64.05842,63.89448,64.15697
Core Area (mm²),LH1T-430,2763,2/7/2024 1:26,12.392,12.39085,12.33437,12.47423
Core Area (mm²),LH1T-431,2764,2/7/2024 1:35,12.357,12.35938,12.30089,12.39314
Anode Overhang (All) (mm),LH1T-431,2764,2/7/2024 1:35,0.582,0.57423,0.42923,0.72235
Cathode Width (mm),LH1T-431,2764,2/7/2024 1:35,64.075,64.1076,63.9108,64.18973
Core Area (mm²),LH1T-432,2765,2/7/2024 1:44,12.425,12.42474,12.38009,12.49534
Anode Overhang (All) (mm),LH1T-432,2765,2/7/2024 1:44,0.555,0.55977,0.3444,0.77237
Cathode Width (mm),LH1T-432,2765,2/7/2024 1:44,64.035,64.05842,63.878,64.15701
Core Area (mm²),LH1T-433,2766,2/7/2024 1:53,12.318,12.31635,12.28085,12.41479
Anode Overhang (All) (mm),LH1T-433,2766,2/7/2024 1:53,0.587,0.59063,0.49445,0.6742
Cathode Width (mm),LH1T-433,2766,2/7/2024 1:53,64.05,64.07481,63.91081,64.1732
Core Area (mm²),LH1T-434,2767,2/7/2024 2:02,12.254,12.26417,12.13722,12.38816
Anode Overhang (All) (mm),LH1T-434,2767,2/7/2024 2:02,0.565,0.57423,0.4264,0.70596
Cathode Width (mm),LH1T-434,2767,2/7/2024 2:02,64.04,64.05853,63.878,64.1569
Core Area (mm²),LH1T-435,2768,2/7/2024 2:11,12.359,12.36046,12.28313,12.439
Anode Overhang (All) (mm),LH1T-435,2768,2/7/2024 2:11,0.568,0.57494,0.38118,0.73818
Cathode Width (mm),LH1T-435,2768,2/7/2024 2:11,64.017,64.0257,63.87805,64.14045
Core Area (mm²),LH1T-436,2769,2/7/2024 2:20,12.338,12.35374,12.221,12.43469
Anode Overhang (All) (mm),LH1T-436,2769,2/7/2024 2:20,0.561,0.56145,0.3772,0.73873
Cathode Width (mm),LH1T-436,2769,2/7/2024 2:20,64.032,64.04205,63.878,64.15693
Core Area (mm²),LH1T-437,2770,2/7/2024 2:29,12.245,12.25207,12.17031,12.31124
Anode Overhang (All) (mm),LH1T-437,2770,2/7/2024 2:29,0.576,0.57423,0.4592,0.6983
Cathode Width (mm),LH1T-437,2770,2/7/2024 2:29,64.034,64.05857,63.878,64.1569
Core Area (mm²),LH1T-438,2771,2/7/2024 2:38,12.382,12.3852,12.28636,12.48741
Anode Overhang (All) (mm),LH1T-438,2771,2/7/2024 2:38,0.558,0.55977,0.3444,0.78788
Cathode Width (mm),LH1T-438,2771,2/7/2024 2:38,64.034,64.04217,63.8944,64.14057
Core Area (mm²),LH1T-439,2772,2/7/2024 2:47,12.266,12.26525,12.1652,12.35454
Anode Overhang (All) (mm),LH1T-439,2772,2/7/2024 2:47,0.567,0.57423,0.41131,0.7216
Cathode Width (mm),LH1T-439,2772,2/7/2024 2:47,64.04,64.05843,63.8616,64.15705
Core Area (mm²),LH1T-440,2773,2/7/2024 2:56,12.436,12.43859,12.36221,12.52211
Anode Overhang (All) (mm),LH1T-440,2773,2/7/2024 2:56,0.562,0.5636,0.4428,0.68958
Cathode Width (mm),LH1T-440,2773,2/7/2024 2:56,64.021,64.04202,63.8616,64.14053
Core Area (mm²),LH1T-441,2774,2/7/2024 3:06,12.532,12.53367,12.47786,12.59674
Anode Overhang (All) (mm),LH1T-441,2774,2/7/2024 3:06,0.565,0.5693,0.4592,0.6742
Cathode Width (mm),LH1T-441,2774,2/7/2024 3:06,64.026,64.04202,63.8781,64.14043
Core Area (mm²),LH1T-442,2775,2/7/2024 3:15,12.254,12.25328,12.1738,12.33948
Anode Overhang (All) (mm),LH1T-442,2775,2/7/2024 3:15,0.549,0.55784,0.3116,0.80427
Cathode Width (mm),LH1T-442,2775,2/7/2024 3:15,64.032,64.05841,63.8452,64.14048
Core Area (mm²),LH1T-443,2776,2/7/2024 3:24,12.416,12.41721,12.35454,12.46172
Anode Overhang (All) (mm),LH1T-443,2776,2/7/2024 3:24,0.556,0.55784,0.3772,0.73964
Cathode Width (mm),LH1T-443,2776,2/7/2024 3:24,64.03,64.04201,63.878,64.15685
Core Area (mm²),LH1T-444,2777,2/7/2024 3:33,12.364,12.36302,12.31043,12.44828
Anode Overhang (All) (mm),LH1T-444,2777,2/7/2024 3:33,0.568,0.57423,0.4592,0.6732
Cathode Width (mm),LH1T-444,2777,2/7/2024 3:33,64.038,64.0585,63.8616,64.15705
Core Area (mm²),LH1T-445,2778,2/7/2024 3:42,12.454,12.45702,12.38373,12.49951
Anode Overhang (All) (mm),LH1T-445,2778,2/7/2024 3:42,0.549,0.5576,0.41,0.689
Cathode Width (mm),LH1T-445,2778,2/7/2024 3:42,64.031,64.04221,63.8944,64.14057
Core Area (mm²),LH1T-446,2779,2/7/2024 3:51,12.357,12.35992,12.30465,12.42676
Anode Overhang (All) (mm),LH1T-446,2779,2/7/2024 3:51,0.583,0.5904,0.4756,0.69192
Cathode Width (mm),LH1T-446,2779,2/7/2024 3:51,64.034,64.0748,63.878,64.15701
Core Area (mm²),LH1T-447,2780,2/7/2024 4:00,12.239,12.23768,12.17219,12.31622
Anode Overhang (All) (mm),LH1T-447,2780,2/7/2024 4:00,0.555,0.55784,0.40766,0.68958
Cathode Width (mm),LH1T-447,2780,2/7/2024 4:00,64.038,64.05868,63.87841,64.15682
Core Area (mm²),LH1T-448,2781,2/7/2024 4:09,12.402,12.40766,12.34338,12.45056
Anode Overhang (All) (mm),LH1T-448,2781,2/7/2024 4:09,0.562,0.574,0.3936,0.738
Cathode Width (mm),LH1T-448,2781,2/7/2024 4:09,64.037,64.0584,63.878,64.15693
Core Area (mm²),LH1T-449,2782,2/7/2024 4:18,12.304,12.322,12.19182,12.40417
Anode Overhang (All) (mm),LH1T-449,2782,2/7/2024 4:18,0.551,0.55784,0.2952,0.82066
Cathode Width (mm),LH1T-449,2782,2/7/2024 4:18,64.036,64.05848,63.87801,64.15682
Anode Overhang (All) (mm),LH1T-450,2783,2/7/2024 4:27,0.549,0.5576,0.41,0.68958
Cathode Width (mm),LH1T-450,2783,2/7/2024 4:27,64.041,64.05857,63.8616,64.1569
Core Area (mm²),LH1T-450,2783,2/7/2024 4:27,12.374,12.3774,12.31783,12.41398
Core Area (mm²),LH1T-451,2784,2/7/2024 4:36,12.295,12.2982,12.25543,12.33222
Anode Overhang (All) (mm),LH1T-451,2784,2/7/2024 4:36,0.548,0.54219,0.40682,0.68958
Cathode Width (mm),LH1T-451,2784,2/7/2024 4:36,64.033,64.05848,63.878,64.17323
Core Area (mm²),LH1T-452,2785,2/7/2024 4:45,12.414,12.41371,12.37203,12.44505
Anode Overhang (All) (mm),LH1T-452,2785,2/7/2024 4:45,0.589,0.59063,0.5084,0.67559
Cathode Width (mm),LH1T-452,2785,2/7/2024 4:45,64.083,64.10765,63.94363,64.20608
Core Area (mm²),LH1T-453,2786,2/7/2024 4:54,12.294,12.29618,12.18886,12.39959
Anode Overhang (All) (mm),LH1T-453,2786,2/7/2024 4:54,0.549,0.55784,0.3936,0.68958
Cathode Width (mm),LH1T-453,2786,2/7/2024 4:54,64.043,64.05848,63.878,64.18981
Core Area (mm²),LH1T-454,2787,2/7/2024 5:03,12.513,12.50946,12.45016,12.64892
Anode Overhang (All) (mm),LH1T-454,2787,2/7/2024 5:03,0.556,0.5576,0.3608,0.75511
Cathode Width (mm),LH1T-454,2787,2/7/2024 5:03,64.021,64.04201,63.86161,64.14057
Core Area (mm²),LH1T-455,2788,2/7/2024 5:12,12.352,12.361,12.28179,12.39368
Anode Overhang (All) (mm),LH1T-455,2788,2/7/2024 5:12,0.549,0.55784,0.41,0.68958
Cathode Width (mm),LH1T-455,2788,2/7/2024 5:12,64.032,64.04208,63.8616,64.15682
Core Area (mm²),LH1T-456,2789,2/7/2024 5:21,12.387,12.38749,12.31985,12.44854
Anode Overhang (All) (mm),LH1T-456,2789,2/7/2024 5:21,0.585,0.5904,0.4592,0.72235
Cathode Width (mm),LH1T-456,2789,2/7/2024 5:21,64.081,64.10785,63.94373,64.20602
Core Area (mm²),LH1T-457,2790,2/7/2024 5:30,12.312,12.31554,12.18779,12.45325
Anode Overhang (All) (mm),LH1T-457,2790,2/7/2024 5:30,0.565,0.5693,0.45558,0.6742
Cathode Width (mm),LH1T-457,2790,2/7/2024 5:30,64.028,64.04205,63.878,64.15683
Core Area (mm²),LH1T-458,2791,2/7/2024 5:39,12.241,12.24373,12.17958,12.28824
